title,link,content
Sustainable Threads: Exploring Second-Hand Gems in Linköping and Norrköping,https://internationalstudents.blog.liu.se/2024/03/19/sustainable-threads-exploring-second-hand-gems-in-linkoping-and-norrkoping/,"


Linköping and Norrköping are home to a treasure trove of second-hand shops, offering a sustainable way to express style, reduce environmental footprint, and embrace Swedish culture. Thrifting is not just about finding unique pieces, but also a way to express style, reduce your environmental footprint, and save student kroner. By choosing second-hand, you can find pre-loved clothing and accessories that speak to your individuality, allowing you to craft a distinctive vintage look.

Fast fashion comes with a hefty environmental cost, but by choosing second-hand, you’re giving clothes a second life and reducing the demand for new production. This reduces water and energy consumption, making sustainable fashion choices trendier. Second-hand stores are ingrained in Swedish culture, and they are a popular destination for all ages.

Taming consumerism is another advantage of second-hand shopping. Popular second-hand shops in Linköping and Norrköping include Stadsmissionen Second Hand, Myrorna Second Hand, Röda Korset Second Hand, Erikshjälpen Second Hand, Stadsmissionen Second Hand, and hjärta till hjärta Second Hand. Be prepared to spend time browsing, as the best finds often require a keen eye and patience.
FacebookTweetPin







Comments are disabled for this post






                                      Life in Sweden                                    



                                      Student life                                    



                                      Uncategorized                                    





"
Ramadan experience in Sweden,https://internationalstudents.blog.liu.se/2024/03/18/ramadan-experience-in-sweden/,"


Hello People,
For those of you unfamiliar, Ramadan, the holy month of fasting in Islam, is just here. This year, it will be a particularly unique experience again for me – observing Ramadan in Sweden for the second time, a country with vastly different traditions and a much quite Ramadan vibes compared to my home country, Egypt.
Let’s be honest, Ramadan in Egypt is a whole vibe. The streets come alive at night with bustling night markets, the scent of freshly baked konafa fills the air, and family and friends gathering. Here in Linköping, the quiet evenings and daylight hours that are getting longer will definitely be a different experience.

For me, Ramadan is a time for spiritual reflection and inner peace, no matter where you are. However, I’m still consistent on making my Ramadan special in Linköping and simulate the Egyptian vibes of it, and here is how I did it:
Recreating the Ramadan vibes in my room was my secret to feel the spirit. I started putting Ramadan Decorations and lights everywhere. Beside having a scented candles and lighting them in the night.

The good food was always a big part of felling the Egyptian Ramadan vibes. All the houses smells so good from the great food that is been cooked for the Iftar (the fast breaking meal).

My mom always would welcome Ramadan by making special sweets called Basbosa and konafa, and I did the same. I made Basbosa before Ramadan by few days and I invited the people in the material lab for Fika to try it.

One special thing about Ramadan is inviting people over for food where you all gather and break your fast together by very delicious food. And here I gooo, I invited my different friends groups to some Typical Ramadan Egyptian food and it was a very good experience.

One thing that makes my Ramadan more warm and special this year is my Egyptian best Friend coming over from London to spend the first week of Ramadan with me, which makes me feel home and not alone in this journey.

For sure spirituality is the main thing about Ramadan, which means that I spend my nights Praying Taraweeh,  reading Quran, reflecting on prayers, and feeling the inner peace of Ramadan detoxing.
Finally, and thanks to technology, I can still connect with loved ones back home virtually. A pre-dawn video call with family, sharing stories and laughter, can make a world of difference.
Sure, it might be different from Ramadan back home, but that doesn’t mean it can’t be special. This Ramadan in Sweden will be a chance to focus on myself and how I can connect with Ramadan differently in another community.
FacebookTweetPin







Comments are disabled for this post






                                      About me                                    



                                      Life in Sweden                                    



                                      Student life                                    



                                      Uncategorized                                    





"
What (not) to bring to Sweden!,https://internationalstudents.blog.liu.se/2024/03/17/what-not-to-bring-to-sweden/,"


Hej everyone!
As the anticipation of your journey to Sweden builds, you might find yourself wondering, “What do I need to bring?”. It’s a common question, especially when relocating to a country with a climate and lifestyle different from your own. Well, fret not! I’m here to guide you through the essentials to pack as you prepare for your new adventure.

Clothes

Let’s start with the obvious – Sweden’s winters can be quite different from what you’re used to. It’s essential to pack your best winter gear, including a sturdy jacket, waterproof shoes, thermals, gloves, and a beanie. However, if you find your winter wardrobe lacking, don’t stress. You can always purchase what you need upon arrival. Pro tip: While it’s tempting to pack your warmest pajamas, remember that indoor spaces in Sweden are typically well-heated, so lighter sleepwear might be sufficient.
On the flip side, don’t forget to pack your swimsuit and some spring/summer clothes. Saunas are a common and enjoyable part of Swedish culture, especially after a chilly day outdoors. Plus, you’ll want to be prepared for those sunny days by the lakes with friends!

Stationery

Consider your study habits and whether you’ll actually need physical notebooks or if digital note-taking suits you better. Packing unnecessary stationery items only adds weight to your luggage, so be selective. For example, I barely use any books/notebooks. I only use my PC to take notes during classes and use paper for any field trip that I might have. So, I wouldn’t bother bringing a lot of stationary unless you know for sure you’ll be using it.

Medication

If you require specific medications, it’s advisable to bring a supply with you. While common vitamins are readily available in Sweden, speciality medications might not be as easily found.

Debit card

Navigating the financial aspect of living abroad can be tricky. Research whether your current bank imposes fees for international transactions. Setting up a Swedish bank account is an option, although it may take some time. Alternatively, services like Revolut offer convenient solutions for managing expenses abroad. From my experience, this is an excellent way to pay my expenses every month and really easy to use. So, I would advise you to get informed with your bank if you need to pay extra taxes for using your card here and think about some options if you do.

Room decorations/kitchen essentials

Creating a cosy living space is important for settling into your new surroundings. Consider bringing along a few sentimental items to personalize your room, but don’t worry about bringing everything! There are a lot of good options here, and it is really good for you to compose it little by little, and maybe with the help of some of your new friends!
About kitchen items, don’t feel pressured to stock your entire kitchen from home. Many accommodations, especially in student housing, provide communal kitchen supplies. Also, IKEA and second-hand shops are excellent resources for affordable home essentials.
 
Remember, if something doesn’t fit in your suitcase or slips your mind, there are solutions. You can have items shipped from home or purchase them locally. Second-hand shops offer a plethora of options, and student discounts can make shopping even more budget-friendly.
If you still have any questions, don’t hesitate to ask!
Thanks for reading, see you soon! / Leonor
 
Why not continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?
Book an appointment with our recruitment coordinator at infocenter@liu.se.
FacebookTweetPin







Comments are disabled for this post






                                      Life in Sweden                                    



                                      Student life                                    





"
Corridor life - What to expect?,https://internationalstudents.blog.liu.se/2024/03/14/corridor-life-what-to-expect/,"


Hello guys! Welcome back!
Today I wanted to talk to you about one of the true Swedish experiences: living in a corridor!
Corridors are the Swedish version of “dorm rooms”, and they are a very good way to get to know people outside of your course and make friends that you never would’ve met otherwise!
First of all though, let me give you a rundown of how you can find a corridor room. There are two agencies that provide those: Studentbostäder and Heimstaden (don’t forget that they also offer other types of accommodation, such as studio apartments, two rooms, three rooms and so on). Even before you’re admitted, you can register on their websites and start gathering queue points (you will get one per day), and the more points you have, the better chance you have to get the apartment listing. Also, remember that you can find rooms and apartments both furnished or not, so keep an eye out for that!
But back to corridors!
Corridors are a set of 8 rooms (with private bathroom) with a shared kitchen and living area. You can choose to buy your own plates, pots and cutlery, but you can also find common ones. You will have fridge and freezer space, common kitchen appliances and anything else you might need. Also, there is a big couch with a coffee table (and a TV!!) and a large dinner table that seats everyone that lives in the corridor.
I lived in a corridor room for one year, and we had so much fun. We used to go out together and we did so many activities. We went ice skating, to the movies, to bars, to the park, but most importantly we queued for Kravall once!
Another thing that we used to do approximately once or twice a month, was to cook for each other! Since we came from several different countries, we took turns to cook typical food. Here are some Spanish and Italian dishes 😉
 
Corridor life is so fun, but it comes with a little responsibility. Since you’re not the only one living there, you need to take care of the common spaces. It’s important to clean after yourself and don’t leave dirty dishes in the sink. Also, it’s very common for corridors to have a trash schedule, so everyone takes turns in throwing out the trash so it doesn’t pile up!
I loved living in a corridor, and it’s greatly recommended if you think that this lifestyle suits you!
 
Enjoy your Swedish living experience!
-V
 

Why not continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?Book an appointment with our recruitment coordinator at international.student@liu.se
FacebookTweetPin











Oscar Andersson says: 

March 17, 2024 at 1:16 pm 
Thank you for sharing your experience living in a corridor! Some good tips on finding corridor rooms and great insight into the shared responsibilities. Cooking and exploring together with your corridor mates must have been a blast! I also lived (temporarily) in a corridor but decided to move out as my stay in Sweden was prolonged due to work right after graduation. I used https://www.bostadsval.se/ to find my own apartment. Definitely something to consider for anyone looking to move from the corridor in case of a longer stay in Sweden!





Val Bresciani says: 

March 19, 2024 at 8:17 am 
That’s a great tip, thank you so much for sharing!! 🙂





Comments are disabled for this post






                                      Uncategorized                                    





"
"Exams, Exams, Examsssss!!!",https://internationalstudents.blog.liu.se/2024/03/13/exams-exams-examsssss/,"


Dear incoming master’s students, let me tell you a short story about what exam season looks like here at LiU. We are currently in exam week, a time filled with anticipation, late-night caffeine-fueled study sessions, and the exhilarating challenge of putting our knowledge to the test. As you prepare to embark on your academic journey at Linköping University, it’s essential to familiarize yourself with the unique rhythm and expectations of exam week. So, grab your notebooks and sharpen your pencils – let’s dive into the exhilarating chaos of exam season at LiU!
The journey begins about three weeks prior when you register for your exams. Keep an eagle eye on your email inbox or check the LiU app for updates, as the venue details will be sent to you a few days before the exam. And here’s a little insider tip – in LiU, we love second chances! The exam period usually kicks off with re-exams in the first week, giving you the chance to redeem yourself if you missed the mark the first time around from a previous exam (yes, you can re-do an exam more than once – wink). The following week is usually for the current courses’ exams.
Now, let’s talk strategy. Here are some top-notch exam tips to help you conquer the academic battlefield:

Pack Your Essentials: Before you step foot into the exam arena, ensure you have your LiU card and a valid photo ID in hand. These golden tickets are your passport to academic glory, so don’t leave home without them. And here’s a fun tidbit – snacks are not just allowed, they’re encouraged! Fuel your brain with some tasty treats to keep those neurons firing on all cylinders.
Arrive Early, Ace the Game: The exam hall doors swing open 30 minutes before the start time, so don’t be fashionably late – it’s not a good look. In fact, being tardy is a big no-no, as latecomers are subjected to a 30-minute wait before being allowed entry. Trust me, you don’t want to spend precious exam time twiddling your thumbs in the waiting room.
Get good at managing your time: Most exams at LiU usually last a long time, about four hours. But don’t worry! If you plan your time well and make good plans, you’ll do great. Divide your time for each part of the exam, so you have enough time to check your work and make changes. The time you get is usually just enough, so use it wisely.
Bonus tip: One helpful tip is to meticulously study all the past exams that lecturers usually upload for students. These past exams provide valuable insight into the format, structure, and types of questions that may appear on your upcoming exams. By reviewing past exams, you can identify recurring themes, understand the level of difficulty, and pinpoint areas where you may need additional practice or review. This proactive approach not only helps you feel more confident and prepared but also enhances your understanding of course material and improves your overall exam performance.

Take deep breaths, stay focused, and tackle each question with confidence. Remember, you’ve got this!
So there you have it, dear incoming students – a glimpse into the exhilarating world of exam week at Linköping University. Embrace the challenge, harness your inner academic warrior, and emerge victorious from the exam circus. The stage is set, the spotlight is yours – break a leg!
Yours, Chelsea.
FacebookTweetPin







Comments are disabled for this post






                                      Student life                                    





"
A Thrilling Weekend Cheering for Linköping HC Against Luleå,https://internationalstudents.blog.liu.se/2024/03/12/a-thrilling-weekend-cheering-for-linkoping-hc-against-lulea/,"


One weekend, my friends and I made the exciting decision to attend and support our local hockey team, Linköping HC, renowned for their strong standing in the league. For me, it was a first-time experience witnessing a high-level hockey game live, and it turned out to be an unforgettable adventure filled with energy and spirited moments.

Opting for affordability, we secured the cheapest tickets without realizing they were designated for the standing area. To our surprise, we found ourselves among the most passionate fans of Linköping HC. The atmosphere in our section was electrifying; singing and cheering alongside these dedicated supporters was an absolute blast, adding a unique flavour to our experience.

The game itself was a spectacle, especially with the match brimming with penalties, offering us a taste of intense, real-life hockey action. Such moments heightened the thrill of watching the game unfold right before our eyes. The climax of our adventure was witnessing Linköping HC secure a victory with a score of 3:1 against Luleå. The win sparked jubilation among all the local fans, enveloping us in a wave of happiness and collective pride. Celebrating the triumph with scores of fellow supporters, singing and rejoicing in the stands, made the day even more special.

Our spontaneous decision to attend the game not only allowed us to enjoy high-level hockey firsthand but also to immerse ourselves in the vibrant community spirit. Cheering for Linköping HC, blending voices with the most fervent fans, and celebrating a well-deserved win together made for a memorable weekend, illustrating the joy and unity sports can bring.
 
If you have any more questions, feel free to ask me anything!
 
/Szymon, Aeronautical Engineering
____________________________________________________________________________________________
Why don’t continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?Book an appointment with our recruitment coordinator at infocenter@liu.se.6
FacebookTweetPin







Comments are disabled for this post






                                      Life in Sweden                                    



                                      Student life                                    





"
Traveling provides an opportunity to learn about history and art,https://internationalstudents.blog.liu.se/2024/03/12/traveling-provides-an-opportunity-to-learn-about-history-and-art/,"


Hello, everyone.
I’m excited to share my recent vacation to Rome, Italy! As a history and art aficionado, I am certain that nothing compares to the deep impact of immersing oneself in historical and cultural riches through travel. Even students on a tight budget can find cheap solutions.
Plan on a Shoestring:
Last-minute offers: Keep an eye out for last-minute travel options, which can result in big discounts.
Budget airlines and accommodation: Use tools like Google Flights and budget-friendly platforms like Airbnb to discover low-cost flights and comfortable yet inexpensive accommodations.
Roman Holiday:
Since I’m passionate about history and art, Rome was the perfect destination.  I strategically booked a hotel in the city center for easy access to iconic landmarks like the Colosseum, Spanish Steps, Pantheon, Trevi Fountain, and more.
Early Bird Gets the Shot:
Each morning, I set my alarm for 8 am and fueled myself with a delicious breakfast before embarking on walking tours through the historical alleys.  Exploring early not only allowed me to capture stunning photos without the crowds but also to appreciate the tranquility of the city awakening.

Vatican City: A Must-See
The Vatican was undeniably my most awe-inspiring experience in Rome.  A visit here is truly a once-in-a-lifetime opportunity. To fully appreciate the grandeur of the Vatican, I recommend visiting some of the smaller churches beforehand.  This gradual build-up will leave you utterly captivated by the sheer perfectionism of Vatican City.

Lastly wish you enjoy your time in traveling wherever you want to visit. 🙂
FacebookTweetPin







Comments are disabled for this post






                                      Student life                                    



                                      Uncategorized                                    





"
A Delightful Afternoon of Pierogi Tasting,https://internationalstudents.blog.liu.se/2024/03/10/a-delightful-afternoon-of-pierogi-tasting/,"


On a cozy Saturday afternoon, a gathering of friends turned into a culinary adventure as we embarked on a pierogi tasting event. Our group, comprising about 14 enthusiastic souls, dove into the exciting task of making homemade pierogi from scratch. The kitchen buzzed with energy as everyone contributed to the preparation process, making it a truly communal experience.

Our menu was ambitious, aiming to cater to diverse palates. We decided on three distinct types of pierogi: the classic ‘ruskie’ filled with cheesy potatoes, topped with crispy bacon and onion for an extra flavour kick; a sweet variation stuffed with forest fruits, complemented by sour cream and a drizzle of melted butter; and a savoury option of spinach and feta, marrying the tangy cheese with the freshness of greens.

The air was filled with chatter and laughter as we rolled out dough, meticulously shaping our dumplings. It was a beautiful blend of teamwork and individual creativity, as each person put their unique touch on the forms and fillings. The process was not just about making food; it was about building connections and sharing moments of joy.

As the pierogi cooked, anticipation built, and soon, we were all gathered around the table, ready to dive into our creations. The first bite was a moment of triumph — each variant bursting with flavour, testament to our collective effort. We ate to our hearts’ content, savouring each type of pierogi and celebrating our culinary success.

That afternoon was more than just a tasting event; it was a celebration of friendship, culture, and the simple pleasure of good food. It reminded us of the joy that comes from sharing a meal and the bonds that are strengthened over shared experiences. Truly, it was an afternoon well spent, filled with laughter, delicious pierogi, and great company.
 
If you have any more questions, feel free to ask me anything!
 
/Szymon, Aeronautical Engineering
____________________________________________________________________________________________
Why don’t continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?Book an appointment with our recruitment coordinator at infocenter@liu.se.
FacebookTweetPin







Comments are disabled for this post






                                      Uncategorized                                    





"
How to get your money to last,https://internationalstudents.blog.liu.se/2024/03/06/how-to-get-your-money-to-last/,"


Hey everyone! We get it – managing your money while navigating the wild ride of student life can be tough. Between classes, socializing, and those unexpected late-night pizza cravings, it’s easy to wonder where all your cash went. Fear not! Today, we’re diving into some cool tips to help you stretch your money and make it last until the end of the semester.
Cash in on Budget Bliss:
Creating a budget because it’s a game-changer. List down your money sources (hello, side hustle!) and break down your expenses – think rent, books, snacks, and, of course, that Netflix subscription. Having a budget is like having a map for your money journey!
Top-Up Your Needs:
Prioritize like a pro. Figure out your must-haves, like rent and groceries, and make sure they get a VIP spot in your budget. This way, you’ll be sure to cover the essentials before diving into the world of impulse buys and trendy gadgets.
Student Discounts = Free Money:
Did you know being a student comes with perks? Flash that student ID like a superhero cape because discounts are your superpower. From movie tickets to software deals, your ID is your ticket to saving money without sacrificing fun.
Master the Art of Cook at Home:
Forget expensive takeout! Cooking in your dorm room/apartment can be easy and budget-friendly. Plan your grocery shopping, buy in bulk when possible, and explore simple and affordable recipes. Grab some friends for a cooking party, split the costs, and voila! You’ll save money, eat well, and maybe even discover your inner chef. Not only is cooking at home cost-effective, but it also allows you to make healthier food choices. So Win Win!
Hold Off on Impulse Buys:
We’ve all experienced the temptation to treat ourselves. Next time you’re eyeing that flashy new gadget or killer outfit, hit the brakes. If it’s not a necessity, give yourself a cool-off period, and if you still want it after some thought, go for it. But this trick can save you from regret and an empty wallet.
Student Hustle Mode:
If your schedule allows, consider jumping on the part-time job or freelancing opportunities. Many students find success in positions that offer flexible hours, such as tutoring, freelance writing, or gig work. Use your skills and interests to earn some extra cash!
In a nutshell, being a money-savvy student is totally doable. With a bit of planning, some savvy spending, and maybe a side hustle or two, you’ll be cruising through the semester without constantly checking your bank balance. Here’s to making your money go the distance and enjoying the student ride! ??
 
Until next time,
Janine, International and European Relations
 
__________________________________________________________________________
Why don’t continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?
Book an appointment with our recruitment coordinator at international.student@liu.se
FacebookTweetPin







Comments are disabled for this post






                                      Student life                                    





"
Living in an international house; my experience,https://internationalstudents.blog.liu.se/2024/03/05/living-in-an-international-house-my-experience/,"


Hey all!
This week I am back with a blog post about my experience living in an international house. So, if you are interested in how to find an international house, what it is like living with (a lot of) housemates, and my experience, keep on reading!
First of all, for the people who do not know me yet, I am Fleur van der Neut, a first-year Master of Science for Sustainable Development student from the Netherlands. I’ve been living in Linköping since last August and have lived in two different international houses. My experience in both houses has been quite similar, mostly because of the fact that the houses are next to each other.

Before I came to Linköping, I started looking for accommodation on several websites (there are many blog posts on finding student accommodation already so I will only talk about my personal experience). One of these websites was Facebook. In Scandinavia, a lot of (student) accommodation goes through Facebook. I posted a personal message in one of the many Facebook groups (Lägenheter i Linköping – Öppen grupp to be exact) that I was looking for student accommodation in Linköping. I received a few messages from people who rented out rooms, but I got in touch with one that I liked. I made sure to organize a call with the girls who already lived there to see that it wasn’t a scam and to see if we would connect. After a nice call, I signed a contract with the Landlord and I moved in mid-August. The house was a family house in a very cute area in Ryd. I lived there together with 6 other International girls (from the Netherlands, Germany, France, Bulgaria and Turkey!). Most of the girls already lived there for a year, so they could show me around which was very nice! We had a super nice little garden and I got a big room. We also were lucky enough to have a kitchen with a dining table, a “movie room” in the basement, and 2 bathrooms and 4 toilets. Pretty luxurious for student housing I would say!


Although I really enjoyed living in that house, I decided to move to the neighbor’s house in February. It was time for a change for me and my experience in house nr. 2 has also been very nice so far. It is exactly the same house, just with a different kind of garden en different wallpaper. In this house, I also live with 6 other internationals. In this house, we are German, French and Swedish! So, that is fun as well. If you already have experience living with housemates, this will come as no surprise, but every house has it’s own house dynamics. It differs a lot from house to house. Some things that can be different are; eating together, doing activities together, sharing stuff, cleaning schedules, personal space, etc. It is therefore very important to communicate your preferences clearly with your housemates. It is a pretty wild concept, moving in with 6 complete strangers, but it is also the best thing! You are never alone, it is so easy to make friends in the house, and you get to learn a lot about different people and cultures.

In the new house, we do brunch every Sunday 🙂
I definitely enjoy living with internationals, it never gets boring! I would therefore for sure recommend moving into shared student housing when you are an international moving to Linköping. But make sure you are prepared to give up some of your personal space and maybe you will have to make some compromises when it comes to having a super clean house ;).
If you have any questions, don’t hesitate to ask me!
/ Fleur, Master of Science for Sustainable Development
____________________________________________________________________________________________
Why don’t continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?
Book an appointment with our recruitment coordinator at infocenter@liu.se.
FacebookTweetPin







Comments are disabled for this post






                                      Uncategorized                                    





"
A Roadmap for a Master's Thesis student,https://internationalstudents.blog.liu.se/2024/03/04/a-roadmap-for-a-masters-thesis-student/,"



How’s the thesis grind treating me? Buckle up, because I’m here to share the (often hilarious, sometimes tear-inducing) adventures of navigating my very own thesis semester.
The first semester feels like a breeze compared to the focused intensity of thesis work. Remember those neatly organized schedules, clear deadlines, and manageable workloads? Those days serve as a sweet memory now. Thesis life throws me headfirst into research papers, stubborn experiments that refuses to cooperate, and late-night brainstorming sessions fueled by strong coffee. Here is the planning of my Thesis Journey for who is following us next near with their master thesis:

From October to December:  In end of the fall semester, you have to spend enough time Finding Your Thesis Topic, or searching for master thesis opportunities in your dream company. For me, I collaborate with the material program coordinator to identify a suitable thesis topic that aligns with my interests and the department’s expertise.

 

From January to February : I draft a well-defined thesis proposal outlining my research question, methodology, and expected outcomes which requires approval from my examiner and supervisor .Also, I start reading papers and researches to build good background that help me with my thesis topic.

 

From March to April : I started diving into thesis work, taking trainings for the machines I will use. and starting the experiments for my thesis. This phase is where the real exploration begins! Conducting thorough research, gather data using various experiments, and meticulously documenting my findings. As well, I will do the mid-way presentation where we show what we already come to.

 

From April to May: I will dig deep into my collected data, analyze the results, and interpret my significance. This stage requires strong analytical and problem-solving skills. Besides, I start drafting my thesis following LiU’s format and style guidelines.


June; The big days : Time to showcase my findings! Once my thesis is approved, prepare to present my research findings and defend your work before a thesis committee.

While the thesis semester can feel overwhelming at times, remember, it’s an incredible opportunity to delve deep into your chosen field and showcase your research prowess. By following LiU’s well-structured plan and utilizing the available resources, you can successfully navigate this journey.
PS: This LiU student webpage for the Department of Information Engineering offers a fantastic roadmap to guide you through the entire thesis process.

FacebookTweetPin







Comments are disabled for this post






                                      Uncategorized                                    





"
Working at HURS 2024,https://internationalstudents.blog.liu.se/2024/02/29/working-at-hurs-2024/,"


Hej everybody,
As most of you know by now, I am a biomedicine student and in my field, research is a big part of my field. HURS is an event that is hosted by DOMFIL at the medical faculty. It is a annual one-day research symposium which brings together PhD students, medical students, research groups, national invited speakers, science-based companies and anyone who is interested in medical research.
I recently had the chance to volunteer at HURS 2024, and what an incredible experience it was! The event was packed with fascinating research from different areas of biomedicine, and it’s always so inspiring to see the innovative work people are doing. One of the best parts of the day was getting to talk to various companies in the field, opening up new ideas and potential career paths.
I also got to attend some of the talks throughout the day, and my absolute favorite was by Andrew Hennigan, an expert on giving advice for delivering effective talks. His insights on how to capture an audience and make complex topics accessible were so useful—it’s the kind of advice that sticks with you, no matter what field you’re in!
The evening banquet was another highlight. Not only was the food amazing, but it was a unique opportunity to meet professors outside the usual classroom setting. Connecting with them on a more personal level really gave me a chance to see them in a new light, and made me appreciate their journeys even more.
All in all, HURS 2024 was a day full of learning, networking, and inspiration. If you haven’t attended before, mark your calendar for next year—you won’t want to miss it! Thank you DOMFIL for hosting such a wonderful day for all of us! 😀
Till next time my dear readers,
Shiv <3
FacebookTweetPin







Comments are disabled for this post






                                      Uncategorized                                    





"
My First Ice Hockey Game Experience,https://internationalstudents.blog.liu.se/2024/02/29/my-first-ice-hockey-game-experience/,"


Halloj everybody!
Recently, I had the chance to experience something pretty epic—my very first ice hockey game! Honestly, it’s kind of shocking that I’ve lived here for so long and never gone before, but hey, they say “better late than never,” right? So, if you’re in Linköping and haven’t been to an ice hockey game yet, consider this your official sign to GO! Trust me, it’s an experience you won’t forget, and I mean it when I say words can barely do it justice.
First off, the tickets are super affordable, so even if you’re not a die-hard sports fan, it’s definitely worth checking out at least once. And let’s be real, whether or not you understand all the rules, the excitement of the game is infectious. The atmosphere is buzzing with energy from start to finish, and there’s just something about watching the players glide across the ice like they’re floating (except they’re actually speeding around at an unreal pace). It’s wild to think they’re balancing on skates while making sharp turns and intense moves—like, how do they even do that without falling? The level of skill on display is seriously impressive.
We went to see the women’s team play—Linköping vs. Solna. Even though Solna ended up winning, the game was such a rollercoaster of emotions! Our Linköping ladies fought with everything they had, and the crowd was totally behind them the whole way. Plus, we were lucky enough to score free tickets because this particular match was sponsored, so it felt even more rewarding to support our local team. Nothing like watching an intense game while cheering for your city’s team, right?
Ice hockey is one of those sports where you’re constantly on the edge of your seat. It’s non-stop action with crazy fast-paced moments, sharp passes, and impressive puck-handling skills. Every time you think you can catch your breath, there’s a new move, a breakaway, or a goal attempt that keeps you glued to the rink. You don’t even have to know much about hockey to appreciate the pure athleticism and strategy happening right before your eyes.
So yeah, if you’ve been thinking about going to a game—or even if you’ve never considered it before—take this as your reminder to grab some tickets and get in on the action. Who knows, you might even end up becoming a regular!
 
Till next time my dear readers,
Shiv <3

FacebookTweetPin







Comments are disabled for this post






                                      Uncategorized                                    





"
